"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K015","Transports i serveis relacionats","Autobusos nocturns","429972.255","4581982.262","429880.328","4581781.33","2.161361","41.384504","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","427878.964","4579934.288","427787.055","4579733.376","2.136572","41.365873","BUS -46-65-79-109-L70-L72-L80-L81-L87-L94-L95-H12-H16--",3,16,"Sants-Montjuïc","la Bordeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","425841.242","4583961.318","425749.353","4583760.369","2.111717","41.401957","BUS -V3--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432528.142","4587776.696","432436.193","4587575.71","2.191279","41.436911","NITBUS -N9--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","432039.009","4587044.99","431947.064","4586844.011","2.185508","41.430279","BUS -11-34-126--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","431532","4586868.797","431440.06","4586667.819","2.17946","41.428649","BUS -34-122-H6-V29--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","432414.823","4589173.671","432322.875","4588972.672","2.189767","41.449483","BUS -126-127-V31--",9,57,"Sant Andreu","la Trinitat Vella",,
"K014","Transports i serveis relacionats","Autobusos diürns","431598.711","4590596.372","431506.771","4590395.36","2.179836","41.462227","BUS -62-104--",8,55,"Nou Barris","Ciutat Meridiana",,
"K014","Transports i serveis relacionats","Autobusos diürns","431733.677","4590431.716","431641.736","4590230.705","2.18147","41.460756","BUS -62-96-97-104--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","430979.012","4586052.989","430887.076","4585852.019","2.172936","41.421254","BUS -39-55--",7,35,"Horta-Guinardó","el Guinardó",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431326.997","4588252.518","431235.059","4588051.528","2.176849","41.441094","NITBUS -N1--",8,51,"Nou Barris","Verdun",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430320.447","4582801.847","430228.517","4582600.907","2.165431","41.391916","NITBUS -N4-N5-N6-N7--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428412.521","4581821.584","428320.608","4581620.654","2.142728","41.382919","BUS -27-D40--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431592.008","4584502.399","431500.066","4584301.443","2.180446","41.407341","BUS -33-34-50-51-B24-H10--",2,6,"Eixample","la Sagrada Família",,
"K014","Transports i serveis relacionats","Autobusos diürns","430464.573","4585378.831","430372.642","4585177.868","2.166858","41.415138","BUS -39-55-D40--",7,33,"Horta-Guinardó","el Baix Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","429934.993","4585999.415","429843.067","4585798.446","2.16045","41.420681","BUS -24--",7,37,"Horta-Guinardó","el Carmel",,
"K014","Transports i serveis relacionats","Autobusos diürns","426737.475","4582135.343","426645.577","4581934.411","2.122659","41.385594","BUS -113-L12--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","428598.993","4578356.493","428507.077","4578155.595","2.145366","41.351727","BUS -23-109-V3--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428565.834","4582277.025","428473.92","4582076.091","2.144507","41.387035","NITBUS -N3--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431072.998","4582262.638","430981.06","4582061.703","2.174493","41.387124","BUS -45-V17-V15--",1,2,"Ciutat Vella","el Barri Gòtic",,
"K014","Transports i serveis relacionats","Autobusos diürns","429118.996","4579992.185","429027.076","4579791.272","2.15139","41.366505","BUS -125-150--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","431416.065","4586717.658","431324.126","4586516.682","2.17809","41.427278","BUS -V27--",9,62,"Sant Andreu","el Congrés i els Indians",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430145.923","4584441.821","430053.995","4584240.866","2.163154","41.406671","NITBUS -N6--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430601.249","4586748.226","430509.317","4586547.25","2.168336","41.427483","NITBUS -N4--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","431660.983","4581521.951","431569.04","4581321.023","2.181608","41.380503","BUS -59-120-D20-H14-V13--",1,2,"Ciutat Vella","el Barri Gòtic",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426938.562","4581187.165","426846.662","4580986.241","2.125178","41.377073","NITBUS -N3--",3,17,"Sants-Montjuïc","Sants - Badal",,
"K014","Transports i serveis relacionats","Autobusos diürns","428999.618","4580514.561","428907.699","4580313.643","2.149902","41.371199","BUS -13-150--",3,14,"Sants-Montjuïc","la Font de la Guatlla",,
"K014","Transports i serveis relacionats","Autobusos diürns","427182.793","4581716.675","427090.891","4581515.746","2.128035","41.381864","BUS -70-V3--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","430711.966","4586056.973","430620.033","4585856.003","2.16974","41.421267","BUS -39-117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","430703.233","4586260.411","430611.3","4586059.439","2.169612","41.423099","BUS -39-117--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","433091.002","4585610.658","432999.047","4585409.692","2.198256","41.417449","BUS -33-B24-H10--",10,72,"Sant Martí","Sant Martí de Provençals",,
"K014","Transports i serveis relacionats","Autobusos diürns","429347.539","4587928.526","429255.619","4587727.539","2.153195","41.438004","BUS -27-60-76-B19-H4--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429500.148","4587126.197","429408.226","4586925.218","2.155115","41.430791","BUS -45-102-V21--",7,43,"Horta-Guinardó","Horta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431214.784","4588056.174","431122.847","4587855.186","2.175529","41.439316","NITBUS -N1--",8,52,"Nou Barris","la Prosperitat",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429728.605","4588047.198","429636.682","4587846.21","2.157742","41.439107","NITBUS -N4--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","427450.02","4585551.394","427358.117","4585350.43","2.13077","41.416425","BUS -196--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","429782.003","4581756.541","429690.077","4581555.611","2.159112","41.382454","BUS -50-H12--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","427677.744","4585405.113","427585.839","4585204.15","2.133512","41.415128","BUS -196--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431871.489","4581695.961","431779.544","4581495.031","2.184106","41.382088","NITBUS -N0-N6--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K014","Transports i serveis relacionats","Autobusos diürns","429136.641","4581774.746","429044.721","4581573.816","2.151392","41.382561","BUS -41--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431097.111","4587067.542","431005.175","4586866.563","2.174233","41.430402","BUS -82--",8,46,"Nou Barris","el Turó de la Peira",,
"K014","Transports i serveis relacionats","Autobusos diürns","430617.155","4589197.632","430525.224","4588996.633","2.168245","41.449545","BUS -82--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","431159.421","4589317.566","431067.485","4589116.566","2.174722","41.450672","BUS -82--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","431169.814","4589326.507","431077.878","4589125.507","2.174846","41.450754","BUS -82--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","428070.195","4581445.654","427978.285","4581244.728","2.138679","41.379503","BUS -CJ--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","428303.006","4581442.947","428211.094","4581242.021","2.141463","41.379499","BUS -27--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","427667.989","4585322.473","427576.084","4585121.511","2.133405","41.414383","BUS -60-196--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","431483.914","4585684.664","431391.974","4585483.697","2.179019","41.41798","BUS -117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","427074.005","4582509.355","426982.104","4582308.419","2.126638","41.388993","BUS -H6-V3--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430069.87","4585088.283","429977.943","4584887.322","2.162169","41.412487","BUS -39-55--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431299.771","4584155.451","431207.832","4583954.499","2.17699","41.404191","NITBUS -N0-N9--",2,6,"Eixample","la Sagrada Família",,
"K014","Transports i serveis relacionats","Autobusos diürns","431884.92","4590626.289","431792.977","4590425.277","2.183259","41.462521","BUS -97-80-81--",8,56,"Nou Barris","Vallbona",,
"K014","Transports i serveis relacionats","Autobusos diürns","431559.997","4588732.29","431468.057","4588531.295","2.179584","41.445435","BUS -50-51-132-80-81--",8,52,"Nou Barris","la Prosperitat",,
"K014","Transports i serveis relacionats","Autobusos diürns","428347.834","4583704.845","428255.922","4583503.898","2.141731","41.399875","BUS -V13--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428100.997","4585215.56","428009.088","4585014.599","2.138599","41.413459","NITBUS -N4-N5--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","429978.169","4581557.443","429886.241","4581356.515","2.161481","41.380678","BUS -24-41-55-120-H16--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","429517.668","4581500.496","429425.745","4581299.569","2.155981","41.380125","BUS -50-L94-L95-H12--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","428306.278","4579871.153","428214.365","4579670.241","2.141688","41.365343","BUS -13-125--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","428096.355","4585429.919","428004.446","4585228.956","2.138518","41.415389","BUS -131--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","428828.992","4579397.022","428737.074","4579196.114","2.147993","41.361119","BUS -13--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","429614","4579903.418","429522.075","4579702.506","2.157318","41.365749","BUS -13--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","433419.915","4583499.997","433327.956","4583299.05","2.202424","41.398467","BUS -6--",10,68,"Sant Martí","el Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","427590.003","4582777.308","427498.098","4582576.369","2.132777","41.391453","BUS -V7--",4,19,"Les Corts","les Corts",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431058.467","4584975.185","430966.53","4584774.225","2.17401","41.411554","NITBUS -N0--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","427810.719","4579850.054","427718.811","4579649.143","2.135766","41.365109","BUS -V3--",3,16,"Sants-Montjuïc","la Bordeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","426033.461","4583846.631","425941.57","4583645.683","2.11403","41.400942","BUS -V3--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","427428.192","4575124.529","427336.286","4574923.661","2.131758","41.322513","BUS -110--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","432334.044","4581282.299","432242.095","4581081.373","2.189683","41.378402","BUS -45-59-D20--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","431305.809","4582023.964","431213.869","4581823.031","2.177304","41.384994","BUS -45-V17-V15--",1,2,"Ciutat Vella","el Barri Gòtic",,
"K014","Transports i serveis relacionats","Autobusos diürns","432369.001","4581284.675","432277.051","4581083.749","2.190101","41.378426","BUS -45-59-D20--",1,3,"Ciutat Vella","la Barceloneta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432369.001","4581284.675","432277.051","4581083.749","2.190101","41.378426","NITBUS -N8-N28--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","427449.18","4575941.075","427357.274","4575740.2","2.131912","41.32987","BUS -21-109--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433249.012","4583113.257","433157.055","4582912.314","2.200422","41.394969","NITBUS -N6-N8--",10,68,"Sant Martí","el Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","428158.551","4576500.712","428066.639","4576299.832","2.140321","41.334974","BUS -21-109--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429134.974","4583852.205","429043.055","4583651.256","2.151129","41.401272","NITBUS -N4--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428267.382","4583507.509","428175.471","4583306.564","2.140792","41.398091","NITBUS -N7--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","432354.002","4584032.014","432262.053","4583831.062","2.189615","41.403169","BUS -92-192--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432556.008","4586411.715","432464.058","4586210.741","2.191765","41.424619","NITBUS -N9--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","432060.998","4583153.741","431969.052","4582952.798","2.186208","41.395234","BUS -6--",2,5,"Eixample","el Fort Pienc",,
