"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","433635.486","4588026.49","433543.527","4587825.501","2.204505","41.439253","BUS -11-42--",9,59,"Sant Andreu","el Bon Pastor",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428240.579","4576773.339","428148.666","4576572.456","2.141269","41.337436","NITBUS -N1--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","433201.548","4588621.012","433109.593","4588420.018","2.199246","41.444571","BUS -11-42-60--",9,58,"Sant Andreu","Baró de Viver",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431609.001","4585786.856","431517.06","4585585.888","2.180504","41.418911","NITBUS -N1-N4--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","432165.002","4586294.574","432073.056","4586093.602","2.1871","41.423531","BUS -62-96-V29--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","431364.053","4586947.515","431272.114","4586746.537","2.177441","41.429344","BUS -47-50-51-132-V27-D40--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","432125.659","4585307.489","432033.713","4585106.526","2.18674","41.414638","BUS -62--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","426804.181","4581073.612","426712.282","4580872.689","2.123585","41.376038","BUS -H10--",3,17,"Sants-Montjuïc","Sants - Badal",,
"K014","Transports i serveis relacionats","Autobusos diürns","427732.007","4585315.059","427640.101","4585114.097","2.134172","41.414322","BUS -92-123-196--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","430928.296","4585723.721","430836.361","4585522.754","2.172367","41.418284","BUS -117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","428657.012","4581116.573","428565.096","4580915.65","2.145734","41.376591","BUS -115--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K014","Transports i serveis relacionats","Autobusos diürns","428383.994","4580864.343","428292.081","4580663.422","2.1425","41.374295","BUS -115-V5--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K014","Transports i serveis relacionats","Autobusos diürns","427874.003","4580865.41","427782.095","4580664.489","2.136402","41.374259","BUS -115-V5--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","429938.006","4586992.667","429846.08","4586791.689","2.160371","41.429627","BUS -39-45-185--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","424623.007","4585976.696","424531.13","4585775.729","2.096893","41.419995","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","431321.799","4586404.954","431229.86","4586203.981","2.176997","41.424454","BUS -19-45--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","427644.806","4583572.628","427552.9","4583371.682","2.133337","41.398621","BUS -70-H6-V11--",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427644.806","4583572.628","427552.9","4583371.682","2.133337","41.398621","NITBUS -N0-N7--",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432481.88","4587034.349","432389.931","4586833.37","2.190809","41.430221","NITBUS -N9--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","430297.003","4587771.518","430205.074","4587570.532","2.164577","41.436673","BUS -122-V27--",8,48,"Nou Barris","la Guineueta",,
"K014","Transports i serveis relacionats","Autobusos diürns","432238.996","4580834.78","432147.047","4580633.858","2.188597","41.374363","BUS -39-V15--",1,3,"Ciutat Vella","la Barceloneta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433659.681","4587618.867","433567.721","4587417.882","2.20484","41.435584","NITBUS -N8--",9,59,"Sant Andreu","el Bon Pastor",,
"K014","Transports i serveis relacionats","Autobusos diürns","429341.005","4587388.978","429249.085","4587187.996","2.15318","41.433144","BUS -45-102-V21--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","428978.87","4586120.941","428886.953","4585919.971","2.148995","41.421692","BUS -119--",7,38,"Horta-Guinardó","la Teixonera",,
"K014","Transports i serveis relacionats","Autobusos diürns","429969.003","4581190.586","429877.075","4580989.661","2.161414","41.377373","BUS -121--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","430652.83","4580801.547","430560.896","4580600.626","2.169635","41.373929","BUS -121--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","424465.703","4585527.754","424373.827","4585326.791","2.095067","41.415937","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","424576.072","4585654.219","424484.195","4585453.255","2.096372","41.417086","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427006.269","4582717.905","426914.369","4582516.967","2.125803","41.390865","BUS -66-70--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","431479.994","4586196.003","431388.054","4585995.032","2.178914","41.422585","BUS -19-45-47-50-51--",9,62,"Sant Andreu","el Congrés i els Indians",,
"K014","Transports i serveis relacionats","Autobusos diürns","429300.994","4581017.877","429209.072","4580816.954","2.153446","41.375759","BUS -55--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","424548.076","4587429.553","424456.2","4587228.572","2.095815","41.433073","BUS -128--",,,,,,
"K014","Transports i serveis relacionats","Autobusos diürns","429894.986","4585924.413","429803.06","4585723.445","2.15998","41.420002","BUS -119--",7,37,"Horta-Guinardó","el Carmel",,
"K014","Transports i serveis relacionats","Autobusos diürns","428105.257","4586014.08","428013.348","4585813.111","2.138555","41.420651","BUS -119--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","430193.005","4585396.354","430101.076","4585195.39","2.163607","41.415272","BUS -114--",7,34,"Horta-Guinardó","Can Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","429178.319","4584987.064","429086.4","4584786.105","2.151515","41.411497","BUS -116--",6,30,"Gràcia","la Salut",,
"K015","Transports i serveis relacionats","Autobusos nocturns","425243.996","4585202.347","425152.113","4585001.387","2.104419","41.413079","NITBUS -N10--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","428215.689","4579697.167","428123.777","4579496.257","2.140626","41.363768","BUS -13--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","434522.799","4584440.27","434430.83","4584239.314","2.215514","41.407026","BUS -H16--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426409.999","4583562.66","426318.105","4583361.715","2.118569","41.398419","NITBUS -N7--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","431951.007","4590158.003","431859.064","4589956.995","2.184103","41.458309","BUS -51-76--",8,54,"Nou Barris","Torre Baró",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427880.82","4582834.193","427788.912","4582633.254","2.136249","41.391992","NITBUS -N0--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","427527.88","4584294.7","427435.976","4584093.747","2.131852","41.405114","BUS -V13--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","429621.632","4586443.494","429529.709","4586242.521","2.156649","41.424653","BUS -19-86-87--",7,37,"Horta-Guinardó","el Carmel",,
"K014","Transports i serveis relacionats","Autobusos diürns","427729.665","4579726.772","427637.758","4579525.862","2.134812","41.363991","BUS -46-65-79-L16-L70-L72-L80-L81-L87-L94-L95-H12-V3--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","426737.006","4581396.301","426645.108","4581195.376","2.122743","41.378938","BUS -H8--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","430767.987","4587343.517","430676.054","4587142.535","2.170263","41.432859","BUS -122--",8,46,"Nou Barris","el Turó de la Peira",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430012.248","4585166.782","429920.321","4584965.821","2.161471","41.413189","NITBUS -N6--",6,30,"Gràcia","la Salut",,
"K014","Transports i serveis relacionats","Autobusos diürns","431967.366","4582031.94","431875.42","4581831.007","2.185215","41.385123","BUS -39-51--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K014","Transports i serveis relacionats","Autobusos diürns","430182.185","4586788.253","430090.257","4586587.277","2.163316","41.427807","BUS -19-39-102-87--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429347.901","4583564.547","429255.98","4583363.601","2.15371","41.3987","BUS -114--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","428467.993","4579007.089","428376.079","4578806.185","2.143723","41.357575","BUS -125--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","431202.005","4589185.034","431110.068","4588984.035","2.175247","41.449482","BUS -127--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","431232.98","4589021.83","431141.043","4588820.833","2.175636","41.448015","BUS -81--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","432128.991","4589422.415","432037.046","4589221.414","2.186317","41.451699","BUS -127-80-81--",8,53,"Nou Barris","la Trinitat Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","430347.383","4585815.229","430255.453","4585614.262","2.165405","41.419058","BUS -119--",7,35,"Horta-Guinardó","el Guinardó",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426156.008","4582087.086","426064.116","4581886.154","2.115711","41.385106","NITBUS -N12--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","429055.007","4584401.161","428963.089","4584200.207","2.150108","41.406209","BUS -22-24-116-87-V17--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","429227.532","4584113.909","429135.612","4583912.958","2.152206","41.403637","BUS -22-24-87-V17--",6,31,"Gràcia","la Vila de Gràcia",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431560.503","4582658.469","431468.561","4582457.53","2.180278","41.390731","NITBUS -N11--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429184.453","4585939.872","429092.534","4585738.904","2.151476","41.420079","NITBUS -N4-N5--",6,29,"Gràcia","el Coll",,
"K014","Transports i serveis relacionats","Autobusos diürns","429483.356","4585915.076","429391.434","4585714.108","2.155056","41.419882","BUS -92-V17--",7,37,"Horta-Guinardó","el Carmel",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429483.356","4585915.076","429391.434","4585714.108","2.155056","41.419882","NITBUS -N4-N5--",7,37,"Horta-Guinardó","el Carmel",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429170.217","4585957.066","429078.298","4585756.098","2.151304","41.420233","NITBUS -N4-N5--",7,37,"Horta-Guinardó","el Carmel",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430163.997","4581300.953","430072.068","4581100.027","2.163733","41.378384","NITBUS -N6--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","433324.003","4586437.119","433232.046","4586236.145","2.200953","41.424912","BUS -33-B24-V31-136--",10,73,"Sant Martí","la Verneda i la Pau",,
"K014","Transports i serveis relacionats","Autobusos diürns","430974.003","4587071.741","430882.068","4586870.762","2.172759","41.430429","BUS -122-V27--",8,46,"Nou Barris","el Turó de la Peira",,
"K014","Transports i serveis relacionats","Autobusos diürns","424968.008","4587028.36","424876.128","4586827.383","2.100891","41.429499","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427897.993","4585530.246","427806.086","4585329.282","2.136132","41.416275","BUS -124--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","431708.007","4587488.902","431616.065","4587287.919","2.181496","41.434249","BUS -11-132--",8,45,"Nou Barris","Porta",,
"K014","Transports i serveis relacionats","Autobusos diürns","427399.209","4586806.668","427307.307","4586605.692","2.130011","41.427726","BUS -185--",7,39,"Horta-Guinardó","Sant Genís dels Agudells",,
"K014","Transports i serveis relacionats","Autobusos diürns","428504.989","4586427.678","428413.076","4586226.705","2.143289","41.424412","BUS -V15--",7,38,"Horta-Guinardó","la Teixonera",,
"K014","Transports i serveis relacionats","Autobusos diürns","429927.996","4583344.522","429836.069","4583143.578","2.160674","41.396769","BUS -6-33-34-V17-H8--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428552.637","4582780.093","428460.723","4582579.154","2.14429","41.391564","BUS -41-H8--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430745.989","4582336.042","430654.054","4582135.107","2.170573","41.387757","NITBUS -N4-N5-N6-N7--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426057.989","4581071.456","425966.097","4580870.534","2.114663","41.37595","NITBUS -N14-N3--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","432333.77","4585161.225","432241.822","4584960.263","2.189246","41.413338","BUS -192--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","432392.012","4585012.495","432300.063","4584811.534","2.18996","41.412003","BUS -192--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","431730.993","4585156.384","431639.05","4584955.422","2.182035","41.413243","BUS -192--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","425776.999","4575849.138","425685.109","4575648.264","2.111943","41.328889","BUS -21--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","428661.993","4585417.63","428570.079","4585216.667","2.145287","41.415329","BUS -129--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431945.92","4581752.133","431853.974","4581551.203","2.18499","41.382601","NITBUS -N0-N6--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K014","Transports i serveis relacionats","Autobusos diürns","429760.998","4585396.32","429669.073","4585195.357","2.158438","41.415234","BUS -24-92--",7,34,"Horta-Guinardó","Can Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","429627.036","4585446.708","429535.113","4585245.744","2.156829","41.415676","BUS -24-92--",6,30,"Gràcia","la Salut",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431932.657","4584834.439","431840.712","4584633.48","2.184484","41.410361","NITBUS -N9--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","428564.062","4585572.235","428472.149","4585371.27","2.144097","41.416713","BUS -129--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426402.992","4583573.279","426311.098","4583372.333","2.118484","41.398514","NITBUS -N7--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","433630.011","4586202.139","433538.051","4586001.167","2.20464","41.422821","BUS -33-B24-V31-136--",10,73,"Sant Martí","la Verneda i la Pau",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433630.011","4586202.139","433538.051","4586001.167","2.20464","41.422821","NITBUS -N8--",10,73,"Sant Martí","la Verneda i la Pau",,
"K014","Transports i serveis relacionats","Autobusos diürns","433237.994","4584639.123","433146.037","4584438.166","2.200122","41.408711","BUS -V27--",10,71,"Sant Martí","Provençals del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","432637.008","4585252.03","432545.057","4585051.067","2.192864","41.414181","BUS -H10-V27--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","433546.098","4585420.194","433454.139","4585219.229","2.203722","41.415772","BUS -H12--",10,71,"Sant Martí","Provençals del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","429486.994","4588204.963","429395.073","4588003.974","2.154832","41.440506","BUS -45-102--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","427874.869","4585863.843","427782.962","4585662.876","2.135816","41.419278","BUS -124--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","433422.637","4584059.675","433330.678","4583858.723","2.202395","41.403508","BUS -192--",10,68,"Sant Martí","el Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","428904.94","4580893.47","428813.022","4580692.549","2.148725","41.374604","BUS -23--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","430419.199","4586418.289","430327.269","4586217.316","2.166195","41.424496","BUS -39-117--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","430061.433","4586194","429969.506","4585993.029","2.16194","41.422445","BUS -39--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","429329.108","4581310.802","429237.186","4581109.877","2.153748","41.3784","BUS -50-L94-L95-H12--",2,10,"Eixample","Sant Antoni",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429308.046","4582731.341","429216.125","4582530.402","2.15333","41.391192","NITBUS -N3-N8--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","430659.269","4582206.496","430567.335","4582005.562","2.169551","41.386583","BUS -66--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432602.007","4581495.122","432510.055","4581294.194","2.192864","41.380341","NITBUS -N8-N28--",1,3,"Ciutat Vella","la Barceloneta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432627.001","4581517.318","432535.049","4581316.39","2.19316","41.380543","NITBUS -N8-N28--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429388.06","4581309.247","429296.138","4581108.322","2.154453","41.378391","BUS -41--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","430200.997","4586087.997","430109.069","4585887.027","2.163622","41.421502","BUS -117--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","427167.683","4576102.075","427075.78","4575901.198","2.128529","41.331294","BUS -21--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","431951.216","4590937.305","431859.273","4590736.29","2.184018","41.465328","BUS -83--",8,56,"Nou Barris","Vallbona",,
"K014","Transports i serveis relacionats","Autobusos diürns","431824.486","4591180.786","431732.544","4590979.768","2.182473","41.46751","BUS -83--",8,56,"Nou Barris","Vallbona",,
"K014","Transports i serveis relacionats","Autobusos diürns","431736.499","4590255.503","431644.558","4590054.494","2.181524","41.459169","BUS -80-81--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","428543.161","4584438.351","428451.247","4584237.397","2.143981","41.406499","BUS -131--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","434033.008","4583972.313","433941.044","4583771.361","2.209706","41.402771","BUS -H16--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430218.29","4584767.113","430126.361","4584566.155","2.163982","41.409607","NITBUS -N6--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","432004.288","4586859.482","431912.343","4586658.504","2.185113","41.428605","BUS -11-34--",9,61,"Sant Andreu","la Sagrera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432222.27","4588315.004","432130.324","4588114.013","2.187558","41.441733","NITBUS -N3--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","431441.001","4586223.464","431349.061","4586022.492","2.178444","41.422829","BUS -19-45-47-50-51-117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","427402.656","4580981.73","427310.752","4580780.808","2.130752","41.375264","BUS -70--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","428120.857","4580991.348","428028.946","4580790.426","2.139338","41.375416","BUS -50-D20--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","429796.231","4584585.201","429704.306","4584384.245","2.158954","41.407932","BUS -39--",6,31,"Gràcia","la Vila de Gràcia",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428680.996","4583373.919","428589.081","4583172.975","2.145755","41.396924","NITBUS -N8--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","431570.506","4581611.031","431478.564","4581410.102","2.180516","41.381298","BUS -120--",1,2,"Ciutat Vella","el Barri Gòtic",,
"K014","Transports i serveis relacionats","Autobusos diürns","431566.156","4586036.731","431474.215","4585835.761","2.179963","41.421158","BUS -19-45-47-50-51-117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","425602.554","4582991.759","425510.667","4582790.819","2.108981","41.393203","BUS -113--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","425587","4583181.358","425495.113","4582980.416","2.108772","41.394909","BUS -113--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","425204.995","4585307.343","425113.112","4585106.382","2.10394","41.414021","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","424984.991","4585620.513","424893.111","4585419.549","2.101269","41.416821","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427661.5","4579721.503","427569.593","4579520.593","2.133997","41.363937","BUS -46-65-L70-L72-L80-L81-L87-L94-L95-H12-V3--",3,16,"Sants-Montjuïc","la Bordeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","432494.342","4588588.042","432402.393","4588387.048","2.190784","41.444215","BUS -B19--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","430772.997","4582405.954","430681.062","4582205.018","2.170888","41.388389","BUS -22--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431189.134","4589643.879","431097.198","4589442.876","2.175041","41.453614","BUS -83--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","427636.899","4584147.483","427544.994","4583946.532","2.133174","41.403798","BUS -70--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","431553.984","4590528.715","431462.044","4590327.704","2.179308","41.461614","BUS -80-81--",8,55,"Nou Barris","Ciutat Meridiana",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429227.532","4584113.909","429135.612","4583912.958","2.152206","41.403637","NITBUS -N4--",6,31,"Gràcia","la Vila de Gràcia",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428271.109","4586118.486","428179.198","4585917.516","2.140527","41.421607","NITBUS -N4--",7,39,"Horta-Guinardó","Sant Genís dels Agudells",,
"K014","Transports i serveis relacionats","Autobusos diürns","430424.033","4585390.235","430332.102","4585189.271","2.166372","41.415237","BUS -114--",7,34,"Horta-Guinardó","Can Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","431685.994","4582527.403","431594.051","4582326.466","2.181794","41.389561","BUS -B25-B20-H16--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432423.987","4584378.882","432332.038","4584177.927","2.190413","41.406299","NITBUS -N2--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","432158.994","4584023.626","432067.047","4583822.675","2.187283","41.403077","BUS -H12--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","427914","4584834.698","427822.092","4584633.74","2.136407","41.410012","BUS -V13--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","427116.995","4577231.525","427025.093","4577030.638","2.127787","41.341462","BUS -23-110--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","432945.421","4584555.894","432853.467","4584354.937","2.196631","41.407937","BUS -192--",10,71,"Sant Martí","Provençals del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","434539.993","4585661.453","434448.025","4585460.486","2.215588","41.418026","BUS -H14--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K015","Transports i serveis relacionats","Autobusos nocturns","434539.993","4585661.453","434448.025","4585460.486","2.215588","41.418026","NITBUS -N6--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K014","Transports i serveis relacionats","Autobusos diürns","433341.008","4584673.48","433249.05","4584472.522","2.201351","41.409029","BUS -H14--",10,71,"Sant Martí","Provençals del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","428970.987","4584406.205","428879.069","4584205.251","2.149102","41.406247","BUS -H6--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","431113.722","4582855.116","431021.784","4582654.176","2.174912","41.392464","BUS -B25-B20--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430755.573","4582305.202","430663.638","4582104.267","2.170692","41.38748","NITBUS -N2-N3--",2,7,"Eixample","la Dreta de l'Eixample",,
"K016","Transports i serveis relacionats","Autobus a l'aeroport","430755.573","4582305.202","430663.638","4582104.267","2.170692","41.38748","AEROBUS -A1--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428819.679","4581715.595","428727.762","4581514.666","2.147609","41.382001","NITBUS -N0--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
